Position X,Position Y,Position Z
0.0,0.0,0.0
0.31543,0.01654,0.0
0.31854,0.34274,0.0
0.31669,0.584,0.0
0.02351,0.56193,0.0
-0.25083,0.54636,0.0
-0.2365,0.21714,0.0
0.0,0.0,0.0
0.29635,0.0218,0.0
0.30044,0.3605,0.0
0.24701,0.57579,0.0
-0.08124,0.56183,0.0
-0.26754,0.49602,0.0
-0.25652,0.17189,0.0
0.0,0.0,0.0
0.30872,0.01965,0.0
0.30893,0.36575,0.0
0.24204,0.57586,0.0
-0.0718,0.56104,0.0
-0.26217,0.47882,0.0
-0.25453,0.14334,0.0
