tof0,tof1,tof2,tof3
609,0,0,0
290,0,0,0
8468,0,0,0
7494,0,0,0
7756,0,0,0
8256,0,0,0
856,0,0,0
614,0,0,0
271,0,0,0
8331,0,0,0
7491,0,0,0
7786,0,0,0
8146,0,0,0
837,0,0,0
590,0,0,0
251,0,0,0
8076,0,0,0
7456,0,0,0
7784,0,0,0
8290,0,0,0
819,0,0,0
